,CoRE_name,refcode,doi,flag,Df,Di,Dif,GPOAV,GPONAV,GPOV,GSA,POAV,POAV_vol_frac,PONAV,PONAV_vol_frac,VPOV,VSA,cell_v,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,filename,0
293,EWETUW_clean,EWETUW,10.1002/adfm.201100115,-1,4.24917,5.62021,5.58558,0.127843,0.0929147,0.220757775,398.225,226.407,0.168,164.55,0.1221,0.2901,523.311,1347.66,183.4382,301.344,919.3392,1143.456,9434,13632,13968,18240,20,48,96,144,144,384,576,768,15.597,42.924,69.4152,96.8856,1.21,22.704,16.83,39.534,4225,3120,2340,5460,1,6,6,12,36,72,108,180,2.8224,7.3584,7.7616,15.12,0,-14.04,-8.7,-22.74,0,342,354,696,0,0,0,0,0,24,18,42,0,5.7,5.46,11.16,274.8757,559.521,889.7046,1129.623,1201,2484,3696,4056,40,84,132,174,216,540,780,894,17.8536,41.9496,62.5644,74.5038,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,9.2416,23.256,46.512,86.64,49,126,252,294,1,3,6,12,9,27,54,72,0.5625,1.7325,3.465,5.13,54.76,250.86,501.72,701.835684,0,1.47,2.94,7.98,0,3,6,42,0,0,0,0,0,0,0,12,0,-0.06,-0.12,2.16,0,-11.7,-23.4,-6.04266,EWETUW_clean.cif,
294,EWILON_clean,EWILON,10.1021/acs.inorgchem.6b01004,1,3.25892,7.31492,7.30354,0,0.23449,0.234489564,0,0,0,767.86,0.3422,0.3422,0,2243.89,467.3186,860.2752,4181.3352,3624.384,12080,33024,71424,90624,50,144,408,528,600,2112,4272,5664,38.3972,134.904,292.8912,431.6928,1.7689,36.6016,20.6416,105.07,1600,2560,7360,7360,1,8,8,24,64,160,352,448,2.3716,8.9936,14.2296,27.2272,0,-16.88,-4.88,-47.08,0,256,136,776,0,0,0,0,0,44,20,136,0,6.48,3.08,19.28,136.3208,236.232,371.5924,454.4014,740,1296,2032,2476,16,32,48,58,80,192,256,250,9.1248,18.6032,27.7264,33.4042,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,9.2416,7.752,15.504,32.4976,49,42,84,175,1,1,2,4,1,3,6,10,0.5625,0.5775,1.155,2.295,54.76,83.62,167.24,305.62,0,0.49,0.98,1.47,0,1,2,3,0,0,0,0,0,-2,-4,-6,0,-0.02,-0.04,-0.06,0,-3.9,-7.8,-11.7,EWILON_clean.cif,
295,EXEMUR_clean,EXEMUR,10.1021/acs.inorgchem.6b01119,1,4.76917,6.24443,6.24443,0.0687735,0.0146011,0.08337448,253.89,422.902,0.0975,89.7854,0.0207,0.1182,359.939,4337.46,252.3562,478.224,1316.2074,671.616,11934,29952,34782,32400,28,72,132,96,240,672,816,768,24.5944,74.5848,110.0946,92.88,2.8561,33.462,10.7484,39.92625,2304,3600,3888,4032,1,6,3,7.5,36,72,81,99,2.1904,7.6368,4.995,9.3462,0,-9.66,-1.29,-10.95,0,213,63,276,0,0,0,0,0,24,4.5,28.5,0,3.72,1.065,4.785,299.3176,641.835,1025.3664,1308.794,1234,2736,4008,4328,46,98,156,208,254,642,940,1072,19.6766,47.817,71.9884,85.6632,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,9.2416,23.256,44.384,50.008,49,126,182,154,1,3,6,7,9,27,42,39,0.5625,1.7325,2.865,2.8425,54.76,250.86,401.185228,384.270456,0,1.47,3.64,4.83,0,3,16,27,0,0,0,0,0,0,4,8,0,-0.06,0.68,1.46,0,-11.7,-9.81422,-0.12844,EXEMUR_clean.cif,
296,EXEQAA_clean,EXEQAA,10.1039/c1cc11168j,1,7.13068,7.25351,7.2425,0.427531,0,0.42753305,1418.48,1917.42,0.4382,0,0,0.4382,1453.87,4375.68,315.4504,613.6832,2379.3024,1954.592,3336,10000,16912,20976,36,104,264,288,424,1480,2336,2752,27.5088,89.78,160.1856,203.9616,1.8496,34.0544,17.5712,66.64,441,1050,1386,2226,1,8,6,16,64,160,224,320,2.89,8.704,11.016,18.904,0,-14.16,-4.76,-27.24,0,118,60,230,0,0,0,0,0,44,20,88,0,8.48,3.72,16.08,227.7488,428.757,681.7808,836.094,1094,2064,3152,3408,30,62,96,124,158,390,560,636,14.571,32.571,48.5536,57.75,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EXEQAA_clean.cif,
297,EXEQII_SL,EXEQII,10.1039/c1cc11168j,1,7.11371,7.24683,7.24683,0.452773,0,0.452771653,1403.41,676.876,0.4641,0,0,0.4641,1438.52,1458.47,315.4504,586.5792,2229.7024,1989.088,3336,9900,16806,20968,36,98,244,290,376,1216,1974,2422,27.5088,86.7238,156.0342,203.3992,1.8496,32.5584,18.3192,65.892,441,1039.5,1391.25,2220.75,1,7.5,6.25,15.75,56.5,130,206,280.75,2.89,8.3895,11.17325,18.74675,0,-13.74,-4.97,-27.03,0,108,65,225,0,0,0,0,0,39.25,19.25,80.5,0,7.815,4.0525,15.7475,227.7488,428.757,681.7808,836.094,1094,2064,3152,3408,30,62,96,124,158,390,560,636,14.571,32.571,48.5536,57.75,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EXEQII_SL.cif,
298,EZABAJ_clean,EZABAJ,10.1039/c0ce00762e,-1,2.65854,3.87946,3.81364,0,0.0273507,0.027350738,0,0,0,60.8508,0.0451,0.0451,0,1349.24,111.0996,221.1904,417.2724,680.429,1782,3388,6216,5516,15.33333333,32,60,88.66666667,92,264,460,424,10.40633333,23.28,44.4908,55.17526667,2.7225,22.572,40.293,65.85975,900,945,1710,2430,1,4.5,9,15.5,22.5,67.5,135,180,1.7161,4.42125,8.9997,12.68735,0,-6.255,-9.57,-14.34,0,103.5,213,384,0,0,0,0,0,9,18,39,0,2.52,4.92,10.62,50.4098,102.9392,134.4834,49.192,221,458,492,52,7,14,18,8,32,68,74,20,3.1471,6.8846,7.9658,2.2496,9.2416,16.49706667,26.40746667,4.458666667,49,88.66666667,102.6666667,4.666666667,1,2,3.333333333,0.666666667,4,10.66666667,12,1.333333333,0.5625,1.145,1.505,0.185,54.76,148,173.230152,22.235076,0,0.653333333,1.446666667,0.56,0,1.333333333,8.666666667,4,0,0,0,0,0,-1.333333333,0.666666667,0.666666667,0,-0.026666667,0.493333333,0.253333333,0,-5.2,1.257186667,1.928593333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EZABAJ_clean.cif,
299,EZABEN_clean,EZABEN,10.1039/c0ce00762e,-1,3.75233,5.22809,5.19001,0,0.204883,0.20488247,0,0,0,440.763,0.3707,0.3707,0,1189,173.7195,376.6976,793.6368,1049.2824,8508,13878,20980,23886,23,56,108,142,164,462,796,882,19.3172,48.9366,89.9438,112.027,2.8561,22.53333333,29.41726667,51.15066667,2304,2096,3360,4144,1,4.333333333,6.666666667,11.66666667,19,48,91.33333333,118.6666667,2.1904,5.2836,8.238666667,11.59826667,0,-6.01,-6.14,-10.55,0,164.3333333,250,473.6666667,0,0,0,0,0,8,8,23,0,2.843333333,4.3,9.43,50.4098,102.9392,134.4834,49.192,221,458,492,52,7,14,18,8,32,68,74,20,3.1471,6.8846,7.9658,2.2496,9.2416,16.49706667,26.40746667,4.458666667,49,88.66666667,102.6666667,4.666666667,1,2,3.333333333,0.666666667,4,10.66666667,12,1.333333333,0.5625,1.145,1.505,0.185,54.76,148,173.230152,22.235076,0,0.653333333,1.446666667,0.56,0,1.333333333,8.666666667,4,0,0,0,0,0,-1.333333333,0.666666667,0.666666667,0,-0.026666667,0.493333333,0.253333333,0,-5.2,1.257186667,1.928593333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EZABEN_clean.cif,
300,EZOBUR_clean,EZOBUR,10.1021/ic200362c,1,4.91314,6.22091,6.06649,0.179567,0,0.179566417,641.291,1957.81,0.2272,0,0,0.2272,811.405,8617.12,440.88208,731.54432,1581.05696,1968.25472,4280.8,8755.2,13096,12796.8,45.6,92.8,166.4,224,259.2,659.2,897.6,1008,27.87984,63.10112,105.51104,129.56256,3.61,33.84533333,32.92066667,54.378,841,1198.666667,1179.333333,1624,1,5.333333333,6.666666667,11.33333333,29.33333333,66,108,176.6666667,1.9044,5.4096,7.0656,10.534,0,-7.68,-4.66,-7.086666667,0,113.3333333,152.6666667,272.6666667,0,0,0,0,0,17.33333333,17,29.66666667,0,3.44,4.08,8.006666667,166.04588,297.09748,523.60048,584.9762,713.6,1273.6,2112.4,2036,21.2,42,69.2,80.8,111.2,266,349.2,360.4,8.9786,20.12844,30.21004,33.14424,11.0656,11.01638519,20.85684444,40.70613333,59.55555556,59.85185185,96,199.5555556,1,1.296296296,2.537037037,3.944444444,1.888888889,5.611111111,8.851851852,9.888888889,0.54167037,0.735611111,1.262098148,1.998375926,35.99222222,88.63518519,141.7284009,170.1917128,0,0.844074074,1.846111111,1.322962963,0,1.851851852,6.555555556,5.574074074,0,0,0,0,0,-1.944444444,-3.055555556,-3.574074074,0,-0.037037037,0.165185185,0.166296296,0,-5.955555556,-7.552361481,-7.308394444,12.9076,17.17682222,40.46544444,52.83211111,66.77777778,92.22222222,213.3333333,141.5555556,1,1.888888889,3.888888889,6.888888889,4.555555556,12.88888889,26.77777778,24.88888889,0.530055556,1.060388889,2.147166667,2.461666667,32.10866667,115.2388889,224.8428889,271.877224,0,1.052222222,1.883333333,5.636666667,0,2.111111111,3.888888889,32.44444444,0,0,0,0,0,-1.222222222,-2.444444444,8.666666667,0,-0.042222222,-0.077777778,1.795555556,0,-6.733333333,-12.86666667,5.609684444,EZOBUR_clean.cif,
301,FAFCEW_clean,FAFCEW,10.1039/c002054k,1,2.9579,4.13206,4.08826,0,0.054236,0.05423603,0,0,0,159.644,0.1081,0.1081,0,1476.82,121.3706,230.3972,602.4702,575.802,4979,8426,10182,4482,15,38,68,74,120,358,498,348,13.9813,34.3868,53.4284,50.5456,1.0562,17.0288,11.2095,18.1815,2165,1884.5,2388,1687.5,1,4.5,4.5,6,26.5,65.5,80,63,3.332,5.74,7.9282,8.1648,0,-10.26,-4.915,-12.155,0,204,177.5,203.5,0,0,0,0,0,15,11.5,13,0,4.545,3.325,6.43,165.172,280.398,437.0828,492.2128,898,1536,2384,2674,18,36,52,58,88,204,260,280,10.1314,20.7284,29.6116,32.985,11.46331429,9.733714286,22.09165714,25.99337143,61.85714286,53.14285714,120,140.1428571,1,1.142857143,2.285714286,2.714285714,1.428571429,4.285714286,6.857142857,7.714285714,0.537128571,0.6468,1.268571429,1.5093,31.9,75.22571429,123.1942857,139.0771429,0,0.902857143,1.042857143,1.017142857,0,2,2.285714286,2.285714286,0,0,0,0,0,-2,-2.285714286,-2.285714286,0,-0.04,-0.045714286,-0.045714286,0,-6.257142857,-7.371428571,-6.857142857,10.9696,11.016,24.07306667,35.01173333,59,60,130.6666667,188.3333333,1,1.333333333,2.666666667,3.666666667,2,6,10.66666667,11.33333333,0.542766667,0.759733333,1.5,2.042233333,36.98,95.67333333,170.1466667,192.3666667,0,0.92,1.246666667,0.653333333,0,2,2.666666667,1.333333333,0,0,0,0,0,-2,-2.666666667,-1.333333333,0,-0.04,-0.053333333,-0.026666667,0,-6.6,-9.2,-5.2,FAFCEW_clean.cif,
302,FAGMAE_clean,FAGMAE,10.1039/C5CE02310F,-1,4.37839,5.46748,5.46748,0.23307,0,0.233071222,811.12,1066.29,0.2472,0,0,0.2472,860.294,4313.47,53.6963,91.4432,92.646,67.9744,2477,1680,2710,364,7,12,14,8,26,48,38,24,5.0742,8.4,11.2174,4.56,3.7249,11.7344,21.5774,38.021,2209,658,1222,1786,1,2,4,8,4,12,24,44,1.6384,1.92,3.8912,6.8608,0,-2.22,-3.46,-4.26,0,80,162,338,0,0,0,0,0,-2,-4,-6,0,1.06,2.08,4.88,865.814,1954.6088,3350.112,4276.66,4672,9080,14152,18912,148,312,552,712,864,2192,3200,3712,58.254,146.18,231.9088,292.2688,9.2416,16.9936,29.944,34.504,49,91,133,70,1,2,4,5,4,12,22,16,0.5625,1.14,2.01,1.6875,54.76,138.38,284.212614,217.030456,0,0.49,2.31,3.85,0,1,9,25,0,0,0,0,0,-2,-3,2,0,-0.02,0.32,1.5,0,-3.9,-8.80711,7.67156,7.518133333,17.02053333,33.575,43.74733333,187,172.3333333,283.6666667,638.6666667,1,2.333333333,5,6.666666667,5.666666667,17.66666667,29,28,0.8811,1.6197,2.9392,4.3412,269.16,366.2933333,686.7779033,1197.014064,0,0.366666667,1.653333333,1.686666667,0,14,40.33333333,48,0,0,0,0,0,-1.666666667,-0.333333333,2,0,0.32,1.376666667,1.873333333,0,8.2,27.82148333,39.91437333,FAGMAE_clean.cif,
303,FAGMOS_clean,FAGMOS,10.1039/C5CE02310F,-1,3.91187,4.83716,4.83716,0.07129,0.0828432,0.154132746,207.58,326.15,0.0796,379.005,0.0925,0.1721,231.777,4097.36,53.6963,91.4432,92.646,67.9744,2477,1680,2710,364,7,12,14,8,26,48,38,24,5.0742,8.4,11.2174,4.56,3.7249,11.7344,21.5774,38.021,2209,658,1222,1786,1,2,4,8,4,12,24,44,1.6384,1.92,3.8912,6.8608,0,-2.22,-3.46,-4.26,0,80,162,338,0,0,0,0,0,-2,-4,-6,0,1.06,2.08,4.88,865.814,1954.6088,3350.112,4276.66,4672,9080,14152,18912,148,312,552,712,864,2192,3200,3712,58.254,146.18,231.9088,292.2688,9.2416,16.9936,29.944,34.504,49,91,133,70,1,2,4,5,4,12,22,16,0.5625,1.14,2.01,1.6875,54.76,138.38,284.212614,217.030456,0,0.49,2.31,3.85,0,1,9,25,0,0,0,0,0,-2,-3,2,0,-0.02,0.32,1.5,0,-3.9,-8.80711,7.67156,7.518133333,17.02053333,33.575,43.74733333,187,172.3333333,283.6666667,638.6666667,1,2.333333333,5,6.666666667,5.666666667,17.66666667,29,28,0.8811,1.6197,2.9392,4.3412,269.16,366.2933333,686.7779033,1197.014064,0,0.366666667,1.653333333,1.686666667,0,14,40.33333333,48,0,0,0,0,0,-1.666666667,-0.333333333,2,0,0.32,1.376666667,1.873333333,0,8.2,27.82148333,39.91437333,FAGMOS_clean.cif,
304,FAJZOI_clean,FAJZOI,10.1021/acs.cgd.5b01601,-1,3.67896,5.7048,5.7048,0,0.190463,0.190462167,0,0,0,820.454,0.2199,0.2199,0,3731.03,66.7013,108.9536,150.2712,186.048,2549,2968,2844,1008,9,16,20,24,36,80,80,48,6.26,12.3,14.6348,13.86,3.7249,23.4688,19.686,19.686,2209,1316,1128,1128,1,4,4,4,16,32,32,48,1.6384,3.84,3.9424,3.9424,0,-4.44,-2.48,-2.48,0,160,164,164,0,0,0,0,0,8,8,4,0,2.12,2.04,2.04,419.5814,948.396,1658.766,2536.252,1592,3840,6060,7600,70,152,272,424,424,1168,2004,2632,28.6134,72.7496,121.1776,169.9272,9.2416,7.752,7.752,15.504,49,42,42,84,1,1,1,2,1,2,3,6,0.5625,0.5775,0.5775,1.155,54.76,83.62,83.62,167.24,0,0.49,0.49,0.98,0,1,1,2,0,0,0,0,0,-1,-2,-4,0,-0.02,-0.02,-0.04,0,-3.9,-3.9,-7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAJZOI_clean.cif,
305,FALQEQ_clean,FALQEQ,10.1039/c1ce05864a,-1,3.16346,5.00067,5.00067,0,0.0341392,0.034139258,0,0,0,80.6859,0.067,0.067,0,1204.27,537.806,1127.388,3335.1492,3457.4496,11721,25896,30714,34308,65,168,372,444,564,1608,2544,3120,42.641,127.3224,233.25,270.414,2.65,28.3968,29.19,46.59,1804.2,2163.6,1482,2342.4,1,6,7.2,10.8,42,93.6,122.4,180,2.28508,6.8922,7.5612,10.86324,0,-11.64,-6.18,-11.196,0,228,238.8,356.4,0,0,0,0,0,27.6,19.2,31.2,0,4.992,5.616,8.76,134.311,242.964,415.5734,494.4968,529,936,1352,1376,19,36,62,72,98,232,268,256,7.3467,16.1084,23.2566,25.312,11.3152,10.1184,25.36128,37.82976,61,55.2,126,142.8,1,1.2,2.8,4.4,1.6,5.6,10.4,9.6,0.53882,0.68068,1.449,1.87476,33.424,81.36,150.6210456,169.7972832,0,0.908,1.44,2.712,0,2,4.8,14.4,0,0,0,0,0,-2.4,-3.2,-1.2,0,-0.04,0.104,0.712,0,-6.36,-6.762844,-0.69422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALQEQ_clean.cif,
306,FALQIU_clean,FALQIU,10.1039/c1ce05864a,-1,3.13633,5.0787,5.0787,0,0.034991,0.034991025,0,0,0,82.9317,0.0692,0.0692,0,1198.44,537.9398,1131.1032,3336.9852,3460.524,12185,26472,31002,34788,65,168,372,444,564,1608,2544,3120,43.124,129.162,234.5436,272.3208,2.67676,28.76832,29.3736,46.89744,1897,2221.2,1510.8,2390.4,1,6,7.2,10.8,42,93.6,122.4,180,2.38168,7.07616,7.69056,11.05392,0,-11.532,-6.108,-11.088,0,235.2,243.6,363.6,0,0,0,0,0,27.6,19.2,31.2,0,5.244,5.784,9.012,134.311,242.964,415.5734,494.4968,529,936,1352,1376,19,36,62,72,98,232,268,256,7.3467,16.1084,23.2566,25.312,11.3152,10.1184,25.36128,37.82976,61,55.2,126,142.8,1,1.2,2.8,4.4,1.6,5.6,10.4,9.6,0.53882,0.68068,1.449,1.87476,33.424,81.36,150.6210456,169.7972832,0,0.908,1.44,2.712,0,2,4.8,14.4,0,0,0,0,0,-2.4,-3.2,-1.2,0,-0.04,0.104,0.712,0,-6.36,-6.762844,-0.69422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALQIU_clean.cif,
307,FALQOA_clean,FALQOA,10.1039/c1ce05864a,-1,3.07149,5.05669,5.05669,0,0.0353719,0.035372005,0,0,0,84.226,0.0709,0.0709,0,1187.95,537.9852,1132.3416,3337.5972,3461.5488,12423,26760,31146,35028,65,168,372,444,564,1608,2544,3120,42.984,128.6364,234.174,271.776,2.68584,28.89216,29.4348,46.99992,1944.6,2250,1525.2,2414.4,1,6,7.2,10.8,42,93.6,122.4,180,2.35368,7.0236,7.6536,10.99944,0,-11.496,-6.084,-11.052,0,238.8,246,367.2,0,0,0,0,0,27.6,19.2,31.2,0,5.172,5.736,8.94,134.311,242.964,415.5734,494.4968,529,936,1352,1376,19,36,62,72,98,232,268,256,7.3467,16.1084,23.2566,25.312,11.3152,10.1184,25.36128,37.82976,61,55.2,126,142.8,1,1.2,2.8,4.4,1.6,5.6,10.4,9.6,0.53882,0.68068,1.449,1.87476,33.424,81.36,150.6210456,169.7972832,0,0.908,1.44,2.712,0,2,4.8,14.4,0,0,0,0,0,-2.4,-3.2,-1.2,0,-0.04,0.104,0.712,0,-6.36,-6.762844,-0.69422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALQOA_clean.cif,
308,FARFUA_clean,FARFUA,10.1021/ja046478a,-1,5.99885,8.43305,8.43305,0.311531,0,0.311531917,1072.12,3274.09,0.4284,0,0,0.4284,1474.31,7642.6,61.3669,99.636,156.9956,170.544,6760,7536,10268,5424,9,16,24,24,40,88,80,40,9.1327,15.886,23.8862,21.868,2.7225,18.81,16.83,31.35,900,3600,720,840,1,4,4,8,16,32,48,64,1.7161,5.633,4.0348,5.9736,0,-4.8,-3.6,-5.8,0,0,96,212,0,0,0,0,0,8,4,16,0,0.94,2.16,5.92,230.5746,515.763,796.8186,920.778,954,2232,3114,3192,36,78,120,144,198,486,678,720,15.69,38.4846,55.7232,60.7824,9.2416,15.504,28.88,21.128,49,84,98,56,1,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,54.76,167.24,233.945228,150.325228,0,0.98,2.66,2.17,0,2,14,13,0,0,0,0,0,-2,0,1,0,-0.04,0.72,0.74,0,-7.8,-2.01422,1.88578,9.2416,15.504,33.9872,38.76,49,84,182,210,1,2,4,5,4,12,20,30,0.5625,1.155,2.28,2.8875,54.76,167.24,276.76,418.1,0,0.98,0.98,2.45,0,2,2,5,0,0,0,0,0,-2,-2,-5,0,-0.04,-0.04,-0.1,0,-7.8,-7.8,-19.5,FARFUA_clean.cif,
309,FAVFUG_clean,FAVFUG,10.1021/acs.cgd.6b01808,1,4.7732,6.84009,6.84009,0.390629,0,0.39062957,1554.31,2907.59,0.4007,0,0,0.4007,1594.39,7256.28,247.7422,454.08,1259.28,1260.416,6281,12576,15896,16672,27,68,130,164,214,616,954,1048,21.492,61.0864,100.1714,119.9244,2.1282,28.896,17.52173333,44.45533333,1656.333333,1840,2212,2782.666667,1,6,6,11.33333333,36,80,132,168,2.7408,7.1832,9.925066667,14.428,0,-12.24,-5.753333333,-20.32,0,182,138,308,0,0,0,0,0,22.66666667,14,40,0,5.46,4.273333333,10.87333333,154.4044,306.561,486.2404,592.192,694,1392,2080,2164,22,46,72,92,118,294,424,460,10.0678,23.331,34.8104,39.91,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAVFUG_clean.cif,
